Chunk,Nodes,Edges,Node Time (ms),Edge Time (ms),Average Node Time (ms),Average Edge Time (ms)
1,2547,2546,443.788336,1145.198656,0.174240,0.449803
2,8252,8251,723.091605,5831.099434,0.087626,0.706714
3,2593,2592,153.693346,741.421369,0.059272,0.286042
4,5339,5338,368.036327,2072.054313,0.068934,0.388171
5,6343,6342,611.104316,3515.138169,0.096343,0.554263
6,1568,1567,114.751890,254.167884,0.073184,0.162200
7,4093,4092,278.232926,1328.669677,0.067978,0.324699
8,3704,3703,258.607835,1089.105090,0.069819,0.294114
9,15167,15166,1133.806440,16118.473256,0.074755,1.062803
10,1755,1754,116.505184,319.960868,0.066385,0.182418
11,14164,14163,992.956548,14529.513748,0.070104,1.025878
12,9257,9256,625.406869,6879.303374,0.067560,0.743226
13,8178,8177,574.061999,4825.032481,0.070196,0.590074
14,1771,1770,122.572655,290.723935,0.069211,0.164251
15,7027,7026,538.756983,3881.170818,0.076670,0.552401
16,5303,5302,369.253087,2358.847175,0.069631,0.444898
17,10623,10622,840.779601,9692.792351,0.079147,0.912520
18,4464,4463,324.469332,1651.782174,0.072686,0.370106
19,10189,10188,733.203618,7815.509967,0.071960,0.767129
20,10827,10826,778.124653,9455.989249,0.071869,0.873452
21,13727,13726,1060.680437,15892.214721,0.077270,1.157818
22,5516,5515,392.236692,2543.127338,0.071109,0.461129
23,7877,7876,548.229468,4778.043515,0.069599,0.606659
24,9569,9568,679.007287,7976.809408,0.070959,0.833697
25,6106,6105,547.653884,3144.238939,0.089691,0.515027
26,3755,3754,256.571243,1142.742052,0.068328,0.304407
27,10220,10219,698.610349,8046.100170,0.068357,0.787367
28,2714,2713,183.271985,642.745144,0.067528,0.236913
29,6711,6710,451.605061,3403.399067,0.067293,0.507213
30,5726,5725,386.019213,2546.162044,0.067415,0.444744
31,3753,3752,246.366972,1242.512005,0.065645,0.331160
32,6674,6673,524.548601,3853.800873,0.078596,0.577521
33,10045,10044,751.935592,8552.772767,0.074857,0.851531
34,3626,3625,232.440237,1244.397620,0.064104,0.343282
35,1677,1676,108.509370,293.659974,0.064704,0.175215
36,5569,5568,360.440962,2689.700746,0.064723,0.483064
37,3389,3388,213.489246,1011.711522,0.062995,0.298616
38,1416,1415,89.377841,211.127908,0.063120,0.149207
39,14281,14280,882.904203,16557.219731,0.061824,1.159469
40,7044,7043,436.188228,4083.473577,0.061923,0.579792
41,3065,3064,187.487140,885.147233,0.061170,0.288886
42,10435,10434,616.203688,8763.981068,0.059052,0.839945
43,2,1,0.455483,0.130513,0.227742,0.130513
44,5180,5179,314.047712,2381.920172,0.060627,0.459919
45,9000,8999,628.288987,7012.826115,0.069810,0.779289
46,10349,10348,615.421955,8337.586569,0.059467,0.805720
47,10319,10318,597.878523,8451.346595,0.057940,0.819088
48,1344,1343,83.280090,193.492479,0.061964,0.144075
49,6176,6175,351.563630,3227.443725,0.056924,0.522663
50,4539,4538,261.783438,1773.930850,0.057674,0.390906
